merchant_id,industry,signup_date,avg_ticket_size,weekly_txn_rate,decline_rate
MCH102043,E-commerce Retail,2026-04-15,19.28,16.65,0.0737
MCH102044,Marketplace,2024-12-15,262.21,0.43,0.1049
MCH102045,Professional Services,2025-11-15,21.48,1.77,0.0372
MCH102046,E-commerce Retail,2025-06-20,13.47,0.23,0.0223
MCH102047,Professional Services,2025-02-10,7.93,0.45,0.0406
MCH102048,Travel & Hospitality,2026-04-25,124.04,0.48,0.0699
MCH102049,E-commerce Retail,2025-12-13,37.45,4.59,0.0644
MCH102050,Food & Beverage,2024-11-23,22.66,3.81,0.0261
MCH102051,Food & Beverage,2025-02-26,8.38,5.48,0.0446
MCH102052,E-commerce Retail,2025-06-09,24.8,4.52,0.0561
MCH102053,Utilities & Billing,2024-08-04,396.01,4.0,0.0393
MCH102054,Marketplace,2024-07-01,5.0,2.75,0.006
MCH102055,Professional Services,2024-11-30,19.46,2.16,0.03
MCH102056,Food & Beverage,2025-09-02,219.81,6.82,0.005
MCH102057,Food & Beverage,2025-11-20,127.61,2.49,0.0828
MCH102058,Professional Services,2024-11-03,20.68,4.16,0.005
MCH102059,Travel & Hospitality,2025-11-03,44.86,0.24,0.0371
MCH102060,E-commerce Retail,2025-10-25,58.14,0.76,0.0186
MCH102061,Food & Beverage,2025-06-10,41.84,6.55,0.029
MCH102062,Digital Goods,2025-02-06,217.99,1.26,0.151
MCH102063,Food & Beverage,2024-07-25,51.41,0.61,0.0617
MCH102064,E-commerce Retail,2025-12-10,113.92,4.67,0.1351
MCH102065,Digital Goods,2024-12-29,43.89,2.46,0.3208
MCH102066,E-commerce Retail,2025-11-11,5.0,1.64,0.0254
MCH102067,Subscription / SaaS,2026-04-02,11.11,11.12,0.0828
MCH102068,E-commerce Retail,2024-08-11,13.67,9.37,0.1168
MCH102069,Subscription / SaaS,2025-10-24,28.52,2.04,0.0946
MCH102070,Digital Goods,2025-09-12,292.49,5.07,0.11
MCH102071,Food & Beverage,2025-08-06,52.58,0.26,0.0162
MCH102072,E-commerce Retail,2025-12-28,32.92,7.34,0.0706
MCH102073,Marketplace,2025-06-10,126.29,0.83,0.0564
MCH102074,Marketplace,2024-08-14,8.57,0.58,0.0797
MCH102075,Marketplace,2026-04-07,22.43,0.41,0.0762
MCH102076,E-commerce Retail,2024-07-21,19.35,0.38,0.1331
MCH102077,Food & Beverage,2026-03-26,54.49,7.25,0.0335
MCH102078,Utilities & Billing,2024-09-08,89.64,4.62,0.0645
MCH102079,Digital Goods,2024-08-17,58.64,1.14,0.0697
MCH102080,E-commerce Retail,2025-11-03,59.58,5.78,0.0188
MCH102081,E-commerce Retail,2026-01-02,25.51,1.36,0.0363
MCH102082,Food & Beverage,2025-04-13,50.44,3.4,0.0205
MCH102083,Marketplace,2024-07-10,15.8,1.52,0.0858
MCH102084,Food & Beverage,2025-12-24,71.82,2.18,0.0657
MCH102085,Food & Beverage,2025-03-31,22.18,0.99,0.0193
MCH102086,E-commerce Retail,2026-02-20,11.92,1.15,0.1662
MCH102087,Professional Services,2025-07-16,38.01,4.24,0.0783
MCH102088,Digital Goods,2025-05-25,5.4,4.98,0.0783
MCH102089,Food & Beverage,2025-10-22,159.87,1.63,0.0789
MCH102090,Digital Goods,2024-07-15,81.21,0.53,0.3781
MCH102091,Utilities & Billing,2025-11-28,51.26,29.11,0.0767
MCH102092,E-commerce Retail,2025-01-07,7.22,2.55,0.056
MCH102093,Food & Beverage,2024-12-15,18.17,3.36,0.0161
MCH102094,Subscription / SaaS,2025-12-03,38.11,0.7,0.1828
MCH102095,Digital Goods,2026-03-13,28.13,8.29,0.0633
MCH102096,Travel & Hospitality,2024-11-14,6.76,9.66,0.0555
MCH102097,Professional Services,2024-12-01,9.81,0.45,0.0416
MCH102098,Digital Goods,2025-07-23,27.57,2.22,0.1122
MCH102099,Food & Beverage,2025-01-25,10.14,2.05,0.0305
MCH102100,Marketplace,2025-03-29,144.23,26.8,0.0505
MCH102101,Food & Beverage,2024-11-20,60.01,10.42,0.0319
MCH102102,E-commerce Retail,2026-03-03,16.39,0.58,0.0951
MCH102103,Professional Services,2024-09-07,117.82,1.19,0.0184
MCH102104,Digital Goods,2025-03-04,96.32,1.01,0.1457
MCH102105,Subscription / SaaS,2025-03-18,48.86,3.57,0.1488
MCH102106,Marketplace,2024-09-17,35.18,11.85,0.0261
MCH102107,Marketplace,2026-04-19,27.15,2.74,0.0575
MCH102108,Subscription / SaaS,2026-03-15,21.33,4.06,0.1301
MCH102109,Utilities & Billing,2026-02-25,9.61,1.27,0.0681
MCH102110,E-commerce Retail,2025-12-07,168.73,4.04,0.0959
MCH102111,E-commerce Retail,2026-03-13,21.75,1.53,0.0146
MCH102112,E-commerce Retail,2025-05-26,37.65,0.48,0.0594
MCH102113,Marketplace,2025-01-05,14.73,3.78,0.108
MCH102114,Professional Services,2024-10-03,28.23,2.44,0.0308
MCH102115,E-commerce Retail,2026-03-09,633.19,0.82,0.0459
MCH102116,Food & Beverage,2024-07-08,17.71,12.75,0.0168
MCH102117,Travel & Hospitality,2024-09-05,155.8,1.14,0.0956
MCH102118,E-commerce Retail,2025-11-08,35.59,4.52,0.0569
MCH102119,Marketplace,2025-01-07,72.24,1.71,0.0874
MCH102120,Digital Goods,2025-07-01,127.05,11.51,0.0684
MCH102121,Food & Beverage,2025-12-03,48.05,1.94,0.025
MCH102122,Utilities & Billing,2024-10-25,25.75,0.46,0.0507
MCH102123,Food & Beverage,2025-03-24,30.38,5.53,0.076
MCH102124,Utilities & Billing,2026-03-03,31.42,11.47,0.01
MCH102125,Professional Services,2025-10-28,236.13,1.6,0.0481
MCH102126,Professional Services,2025-11-21,8.3,4.85,0.0191
MCH102127,E-commerce Retail,2025-04-24,6.23,2.8,0.0657
MCH102128,Marketplace,2024-12-11,6.66,1.68,0.0698
MCH102129,Food & Beverage,2025-07-11,14.97,5.7,0.0363
MCH102130,E-commerce Retail,2026-04-14,73.71,1.11,0.0731
MCH102131,E-commerce Retail,2025-03-25,78.37,2.54,0.0775
MCH102132,Travel & Hospitality,2025-12-31,19.94,3.18,0.0608
MCH102133,Food & Beverage,2024-09-12,35.57,3.07,0.0583
MCH102134,Professional Services,2025-11-20,11.99,1.13,0.0252
MCH102135,Marketplace,2024-09-11,13.15,19.29,0.0647
MCH102136,E-commerce Retail,2025-05-04,65.36,8.69,0.0155
MCH102137,Professional Services,2025-01-15,104.34,6.62,0.01
MCH102138,E-commerce Retail,2024-11-07,22.72,10.31,0.0108
MCH102139,Marketplace,2026-01-23,187.73,2.63,0.1022
MCH102140,Digital Goods,2026-03-07,96.12,1.7,0.2543
MCH102141,Travel & Hospitality,2025-10-30,179.78,0.83,0.0772
MCH102142,Professional Services,2024-11-28,27.09,1.22,0.0294
MCH102143,Subscription / SaaS,2026-04-30,167.45,0.89,0.1467
MCH102144,Food & Beverage,2025-01-22,323.61,1.45,0.0711
MCH102145,Digital Goods,2024-12-26,24.23,3.24,0.031
MCH102146,Food & Beverage,2025-01-13,31.37,6.14,0.048
MCH102147,Subscription / SaaS,2024-09-27,14.19,5.97,0.2531
MCH102148,Food & Beverage,2025-09-07,11.66,0.76,0.0229
MCH102149,Digital Goods,2024-12-30,11.79,4.9,0.1014
MCH102150,Subscription / SaaS,2025-01-25,16.26,7.72,0.0907
MCH102151,E-commerce Retail,2025-11-05,48.17,1.91,0.0936
MCH102152,Professional Services,2024-11-07,16.96,8.15,0.0236
MCH102153,Digital Goods,2026-04-26,46.72,5.91,0.1229
MCH102154,E-commerce Retail,2024-07-13,47.7,0.69,0.0722
MCH102155,E-commerce Retail,2026-03-26,22.87,22.02,0.1642
MCH102156,E-commerce Retail,2024-10-14,34.38,1.2,0.1327
MCH102157,Subscription / SaaS,2025-07-10,21.59,6.41,0.2058
MCH102158,Food & Beverage,2026-02-02,26.82,6.18,0.0727
MCH102159,Digital Goods,2026-05-29,16.3,0.72,0.1911
MCH102160,Professional Services,2024-10-07,39.81,2.94,0.0527
MCH102161,Professional Services,2026-02-14,20.07,6.1,0.0194
MCH102162,Subscription / SaaS,2026-02-07,11.4,0.72,0.1749
MCH102163,Marketplace,2025-01-08,66.25,2.72,0.2169
MCH102164,Food & Beverage,2025-05-21,68.53,6.64,0.0873
MCH102165,Utilities & Billing,2025-10-10,111.24,7.08,0.013
MCH102166,Professional Services,2025-07-02,13.14,1.65,0.0588
MCH102167,E-commerce Retail,2025-05-14,22.63,11.52,0.147
MCH102168,Professional Services,2024-11-21,46.09,9.07,0.0145
MCH102169,Subscription / SaaS,2025-07-19,22.15,3.13,0.059
MCH102170,Professional Services,2025-02-01,64.77,1.27,0.0907
MCH102171,E-commerce Retail,2025-06-26,60.22,0.77,0.0428
MCH102172,E-commerce Retail,2025-05-20,59.1,3.59,0.0196
MCH102173,Marketplace,2024-07-15,157.54,10.64,0.0789
MCH102174,E-commerce Retail,2025-02-02,69.69,2.12,0.1049
MCH102175,Digital Goods,2025-11-04,42.69,1.04,0.2382
MCH102176,Subscription / SaaS,2025-12-29,30.16,5.61,0.0858
MCH102177,Professional Services,2024-12-30,32.33,2.93,0.0809
MCH102178,Professional Services,2025-03-27,12.63,4.12,0.0197
MCH102179,Food & Beverage,2025-10-10,6.26,1.45,0.1183
MCH102180,Subscription / SaaS,2026-03-04,58.19,1.7,0.0604
MCH102181,E-commerce Retail,2025-12-01,124.42,1.45,0.0387
MCH102182,E-commerce Retail,2025-12-24,26.31,4.05,0.0402
MCH102183,Subscription / SaaS,2025-10-10,178.95,1.75,0.0858
MCH102184,Professional Services,2025-05-01,30.68,4.45,0.0289
MCH102185,Marketplace,2024-11-21,5.19,1.32,0.07
MCH102186,Marketplace,2024-10-19,91.67,4.05,0.0443
MCH102187,Digital Goods,2025-02-17,22.66,4.97,0.1415
MCH102188,Digital Goods,2026-05-22,100.36,3.43,0.3946
MCH102189,Professional Services,2026-02-04,10.2,6.15,0.0255
MCH102190,Subscription / SaaS,2026-02-12,55.26,1.52,0.0377
MCH102191,Marketplace,2025-11-12,16.44,4.92,0.0143
MCH102192,Professional Services,2026-02-15,44.76,3.11,0.0729
MCH102193,Travel & Hospitality,2026-01-05,78.78,1.09,0.0424
MCH102194,E-commerce Retail,2025-03-30,62.45,0.37,0.0208
MCH102195,Food & Beverage,2024-12-20,39.23,0.45,0.019
MCH102196,Food & Beverage,2024-07-07,9.22,0.27,0.0171
MCH102197,Marketplace,2024-12-02,75.97,3.77,0.0364
MCH102198,Travel & Hospitality,2025-12-04,102.66,1.78,0.019
MCH102199,Food & Beverage,2025-12-28,12.9,2.68,0.0871
MCH102200,Utilities & Billing,2025-12-30,14.94,2.05,0.032
MCH102201,E-commerce Retail,2025-11-30,107.08,4.4,0.022
MCH102202,Food & Beverage,2025-01-31,29.71,4.53,0.0427
MCH102203,E-commerce Retail,2024-11-11,15.33,2.57,0.0706
MCH102204,Professional Services,2025-04-11,48.07,2.73,0.042
MCH102205,Marketplace,2024-11-03,19.33,2.84,0.0181
MCH102206,Subscription / SaaS,2025-09-12,42.99,9.89,0.1253
MCH102207,Marketplace,2026-05-17,24.21,0.33,0.0364
MCH102208,Subscription / SaaS,2024-11-29,26.38,1.26,0.0631
MCH102209,Marketplace,2025-05-27,111.1,5.84,0.039
MCH102210,Digital Goods,2025-12-20,5.0,7.45,0.0504
MCH102211,Digital Goods,2025-07-18,63.74,3.77,0.0159
MCH102212,E-commerce Retail,2024-10-23,94.2,2.05,0.1292
MCH102213,Utilities & Billing,2025-10-25,19.65,15.82,0.1543
MCH102214,Professional Services,2025-04-10,93.48,2.94,0.056
MCH102215,Subscription / SaaS,2024-09-13,14.03,2.54,0.148
MCH102216,Digital Goods,2024-12-13,18.92,9.32,0.1485
MCH102217,Subscription / SaaS,2025-01-05,16.86,3.96,0.0503
MCH102218,Marketplace,2024-09-16,94.75,6.3,0.0922
MCH102219,E-commerce Retail,2026-02-22,6.39,7.08,0.069
MCH102220,Professional Services,2026-05-19,188.7,1.69,0.0553
MCH102221,Travel & Hospitality,2024-07-21,26.98,14.41,0.0399
MCH102222,E-commerce Retail,2026-01-17,67.69,0.21,0.0104
MCH102223,Subscription / SaaS,2024-12-31,62.1,0.34,0.1816
MCH102224,E-commerce Retail,2025-02-07,42.57,1.25,0.1099
MCH102225,Food & Beverage,2025-05-24,20.07,1.61,0.0531
MCH102226,Subscription / SaaS,2024-12-26,126.77,3.53,0.049
MCH102227,Travel & Hospitality,2024-10-20,21.87,1.23,0.041
MCH102228,Subscription / SaaS,2024-08-28,17.62,2.43,0.0581
MCH102229,Subscription / SaaS,2025-05-23,88.03,2.0,0.1551
MCH102230,Digital Goods,2026-03-13,42.34,18.26,0.1059
MCH102231,E-commerce Retail,2026-04-30,142.28,1.1,0.0119
MCH102232,Marketplace,2025-01-07,34.38,0.46,0.0762
MCH102233,Marketplace,2025-01-16,19.09,7.53,0.0503
MCH102234,Professional Services,2025-05-08,48.17,1.2,0.011
MCH102235,Travel & Hospitality,2024-08-04,23.39,2.24,0.1707
MCH102236,Marketplace,2025-07-14,19.65,1.29,0.0535
MCH102237,E-commerce Retail,2025-07-22,84.09,5.14,0.1209
MCH102238,E-commerce Retail,2025-02-22,228.5,0.62,0.1221
MCH102239,E-commerce Retail,2026-03-08,28.6,0.15,0.0374
MCH102240,Digital Goods,2025-12-01,13.81,8.99,0.0704
MCH102241,E-commerce Retail,2025-04-09,31.39,3.15,0.0415
MCH102242,Travel & Hospitality,2024-07-01,61.24,7.19,0.1363
MCH102243,Utilities & Billing,2025-10-07,47.35,8.69,0.0328
MCH102244,Marketplace,2025-02-15,120.81,0.98,0.0885
MCH102245,Food & Beverage,2024-12-19,71.17,2.61,0.0102
MCH102246,E-commerce Retail,2024-09-25,12.14,4.08,0.1179
MCH102247,Digital Goods,2026-01-04,22.35,2.21,0.1173
MCH102248,Travel & Hospitality,2024-10-31,9.2,1.8,0.0441
MCH102249,E-commerce Retail,2025-04-24,114.97,1.99,0.005
MCH102250,E-commerce Retail,2026-05-21,5.0,7.27,0.0484
MCH102251,Marketplace,2026-01-26,10.14,1.9,0.0609
MCH102252,Professional Services,2025-10-27,21.94,4.48,0.0368
MCH102253,Digital Goods,2024-12-12,64.32,3.48,0.1615
MCH102254,Marketplace,2026-05-30,21.72,0.94,0.009
MCH102255,Travel & Hospitality,2025-07-18,25.4,3.33,0.0837
MCH102256,Food & Beverage,2025-01-25,25.91,0.53,0.0311
MCH102257,Food & Beverage,2025-09-05,43.5,3.67,0.0713
MCH102258,Subscription / SaaS,2025-07-24,10.8,6.0,0.1758
MCH102259,Food & Beverage,2026-01-11,14.19,7.55,0.068
MCH102260,Digital Goods,2025-02-09,196.55,0.95,0.1395
MCH102261,Travel & Hospitality,2024-07-03,54.73,1.44,0.0419
MCH102262,Marketplace,2025-07-07,78.32,3.27,0.1259
MCH102263,Food & Beverage,2026-05-18,38.78,1.53,0.0265
MCH102264,Travel & Hospitality,2025-09-19,31.81,0.36,0.0496
MCH102265,Professional Services,2026-03-03,57.81,1.43,0.0116
MCH102266,Travel & Hospitality,2024-10-24,75.76,3.26,0.0218
MCH102267,Professional Services,2025-03-27,85.29,7.15,0.046
MCH102268,E-commerce Retail,2025-09-20,32.25,13.32,0.007
MCH102269,Food & Beverage,2025-07-03,95.14,2.79,0.0347
MCH102270,E-commerce Retail,2025-03-10,5.0,4.33,0.005
MCH102271,Food & Beverage,2025-05-13,89.33,6.43,0.042
MCH102272,Food & Beverage,2025-08-19,23.88,0.32,0.0559
MCH102273,Professional Services,2024-10-03,63.65,0.89,0.0311
MCH102274,Utilities & Billing,2024-07-24,19.12,2.73,0.0701
MCH102275,Travel & Hospitality,2026-03-20,9.71,11.66,0.0853
MCH102276,Digital Goods,2026-04-24,51.4,4.62,0.0795
MCH102277,Food & Beverage,2024-08-19,8.15,3.42,0.0267
MCH102278,Professional Services,2025-11-14,24.54,1.96,0.0489
MCH102279,E-commerce Retail,2025-11-10,16.24,3.77,0.1629
MCH102280,Subscription / SaaS,2025-05-31,30.72,1.35,0.1882
MCH102281,Subscription / SaaS,2024-09-17,81.22,1.13,0.0097
MCH102282,Food & Beverage,2026-02-02,22.42,1.23,0.0685
MCH102283,E-commerce Retail,2024-07-27,50.13,9.4,0.0929
MCH102284,E-commerce Retail,2025-03-28,76.66,1.06,0.0299
MCH102285,Subscription / SaaS,2026-01-13,19.94,1.65,0.0978
MCH102286,Utilities & Billing,2025-03-04,20.23,3.94,0.0938
MCH102287,Subscription / SaaS,2026-02-11,143.93,1.02,0.0847
MCH102288,Food & Beverage,2025-07-22,33.81,3.08,0.1211
MCH102289,E-commerce Retail,2026-01-10,60.89,3.08,0.0246
MCH102290,Travel & Hospitality,2025-06-26,60.43,1.32,0.0374
MCH102291,Subscription / SaaS,2025-10-31,11.05,1.9,0.1083
MCH102292,E-commerce Retail,2025-06-17,17.1,0.96,0.061
MCH102293,Food & Beverage,2025-03-13,53.27,9.8,0.0081
MCH102294,E-commerce Retail,2025-02-07,5.0,3.18,0.1188
MCH102295,E-commerce Retail,2024-07-01,29.63,0.86,0.1063
MCH102296,E-commerce Retail,2025-12-28,15.41,2.79,0.0819
MCH102297,E-commerce Retail,2025-09-19,111.11,2.92,0.0251
MCH102298,E-commerce Retail,2024-09-17,51.73,0.26,0.1245
MCH102299,Subscription / SaaS,2025-02-21,120.45,9.4,0.0764
MCH102300,Digital Goods,2025-05-30,35.19,0.91,0.1048
MCH102301,Travel & Hospitality,2025-06-14,32.66,19.89,0.156
MCH102302,Food & Beverage,2024-10-06,26.98,5.45,0.0369
MCH102303,Subscription / SaaS,2024-09-20,22.13,0.8,0.1289
MCH102304,Marketplace,2025-11-14,536.28,1.8,0.0181
MCH102305,Food & Beverage,2025-10-20,82.04,6.19,0.0659
MCH102306,E-commerce Retail,2026-01-01,12.6,1.94,0.0413
MCH102307,Travel & Hospitality,2024-07-14,512.5,7.99,0.2018
MCH102308,E-commerce Retail,2025-07-27,24.41,1.69,0.1242
MCH102309,Subscription / SaaS,2025-06-12,50.46,2.27,0.0993
MCH102310,Food & Beverage,2025-05-06,93.65,6.36,0.0373
MCH102311,Marketplace,2025-07-21,7.86,4.5,0.0283
MCH102312,Food & Beverage,2025-01-25,16.0,0.98,0.0168
MCH102313,Professional Services,2025-06-22,190.22,3.8,0.0256
MCH102314,Utilities & Billing,2026-02-21,29.23,2.91,0.0673
MCH102315,E-commerce Retail,2026-01-19,99.35,0.99,0.009
MCH102316,Subscription / SaaS,2024-10-02,23.26,0.61,0.1972
MCH102317,Food & Beverage,2024-10-01,33.28,0.36,0.0358
MCH102318,Food & Beverage,2025-06-05,218.17,1.83,0.0204
MCH102319,Food & Beverage,2026-02-17,56.69,2.33,0.0295
MCH102320,Marketplace,2025-09-18,25.92,4.07,0.0358
MCH102321,Professional Services,2024-07-22,18.48,5.59,0.018
MCH102322,Travel & Hospitality,2025-04-17,20.25,1.63,0.0254
MCH102323,Subscription / SaaS,2025-10-28,126.67,2.26,0.0818
MCH102324,Digital Goods,2025-05-02,78.69,1.15,0.2005
MCH102325,Utilities & Billing,2026-03-26,11.6,2.68,0.0781
MCH102326,Digital Goods,2024-11-05,39.93,6.48,0.0205
MCH102327,E-commerce Retail,2026-03-17,34.23,2.72,0.0139
MCH102328,Professional Services,2025-03-30,50.2,7.87,0.0163
MCH102329,E-commerce Retail,2025-09-15,20.01,6.37,0.0398
MCH102330,Subscription / SaaS,2025-11-15,109.71,10.57,0.1507
MCH102331,E-commerce Retail,2024-11-07,36.55,2.8,0.0258
MCH102332,Travel & Hospitality,2024-11-09,53.17,1.44,0.1348
MCH102333,Professional Services,2026-02-17,16.7,4.58,0.042
MCH102334,E-commerce Retail,2025-10-25,17.56,1.69,0.1438
MCH102335,Food & Beverage,2025-07-25,521.92,4.44,0.0208
MCH102336,Food & Beverage,2026-02-13,221.42,1.27,0.0164
MCH102337,Subscription / SaaS,2025-05-21,34.13,1.07,0.1388
MCH102338,E-commerce Retail,2024-09-07,169.53,8.3,0.1388
MCH102339,Food & Beverage,2026-04-21,123.07,0.89,0.08
MCH102340,Digital Goods,2025-09-21,19.59,6.84,0.0317
MCH102341,E-commerce Retail,2025-12-10,17.73,4.42,0.0149
MCH102342,E-commerce Retail,2026-03-09,71.43,2.7,0.1633
MCH102343,Subscription / SaaS,2024-12-12,47.47,0.37,0.0692
MCH102344,Utilities & Billing,2025-10-31,24.48,10.87,0.1462
MCH102345,Professional Services,2025-08-30,75.28,0.97,0.0217
MCH102346,Professional Services,2026-05-28,8.65,6.38,0.0201
MCH102347,Subscription / SaaS,2025-03-22,41.06,1.23,0.0399
MCH102348,Travel & Hospitality,2026-03-04,10.6,1.14,0.121
MCH102349,E-commerce Retail,2025-06-07,10.96,4.8,0.0193
MCH102350,Professional Services,2025-04-04,18.05,4.21,0.0304
MCH102351,Marketplace,2026-05-05,52.63,0.78,0.0841
MCH102352,Travel & Hospitality,2025-09-12,18.63,10.35,0.0643
MCH102353,Marketplace,2024-12-04,10.83,2.0,0.0665
MCH102354,Professional Services,2025-08-26,58.98,2.64,0.0502
MCH102355,E-commerce Retail,2025-03-08,162.84,1.83,0.0291
MCH102356,Marketplace,2026-03-01,69.33,0.82,0.0644
MCH102357,E-commerce Retail,2025-12-12,221.81,5.13,0.0382
MCH102358,Food & Beverage,2025-05-23,149.78,3.29,0.0468
MCH102359,E-commerce Retail,2024-10-05,22.48,1.1,0.0451
MCH102360,E-commerce Retail,2025-11-25,68.87,6.32,0.1471
MCH102361,Food & Beverage,2025-02-01,33.39,2.6,0.0181
MCH102362,Subscription / SaaS,2024-11-09,105.86,2.65,0.0694
MCH102363,Food & Beverage,2025-03-17,33.39,14.53,0.027
MCH102364,Travel & Hospitality,2024-11-02,16.63,0.49,0.045
MCH102365,E-commerce Retail,2024-09-20,144.52,0.49,0.1117
MCH102366,E-commerce Retail,2025-04-09,50.29,0.61,0.038
MCH102367,Travel & Hospitality,2026-05-14,18.85,3.54,0.06
MCH102368,Subscription / SaaS,2024-08-28,22.23,1.72,0.1045
MCH102369,Professional Services,2025-12-26,18.73,1.86,0.0363
MCH102370,Professional Services,2024-12-08,13.44,0.96,0.0167
MCH102371,Marketplace,2025-04-10,22.7,13.0,0.0512
MCH102372,Professional Services,2024-10-14,53.14,18.19,0.0127
MCH102373,Food & Beverage,2024-10-13,39.02,6.04,0.0295
MCH102374,Professional Services,2025-09-12,23.61,0.54,0.0285
MCH102375,Subscription / SaaS,2025-02-13,163.29,1.51,0.0421
MCH102376,Subscription / SaaS,2026-05-31,5.0,5.63,0.1488
MCH102377,Digital Goods,2026-02-02,49.71,2.35,0.264
MCH102378,Food & Beverage,2025-05-14,31.73,6.06,0.0818
MCH102379,Digital Goods,2025-10-07,13.87,8.57,0.0175
MCH102380,Digital Goods,2026-02-19,52.69,16.56,0.0144
MCH102381,Marketplace,2025-10-15,29.38,1.28,0.1041
MCH102382,Marketplace,2024-08-25,127.37,2.67,0.0553
MCH102383,Food & Beverage,2026-03-17,87.19,1.58,0.0471
MCH102384,Subscription / SaaS,2024-07-13,246.2,0.33,0.2442
MCH102385,Travel & Hospitality,2025-09-13,22.57,4.96,0.0701
MCH102386,Subscription / SaaS,2024-07-18,147.9,4.32,0.0894
MCH102387,Travel & Hospitality,2026-05-25,11.41,1.42,0.0372
MCH102388,Professional Services,2024-10-21,32.77,0.5,0.1067
MCH102389,Professional Services,2025-02-14,22.98,1.68,0.0256
MCH102390,Subscription / SaaS,2024-12-18,66.85,5.11,0.2491
MCH102391,E-commerce Retail,2025-04-21,65.25,9.37,0.0986
MCH102392,Food & Beverage,2025-01-05,14.87,1.21,0.0465
MCH102393,E-commerce Retail,2025-08-30,70.68,7.45,0.0193
MCH102394,Marketplace,2024-09-17,25.02,4.58,0.056
MCH102395,Subscription / SaaS,2026-04-19,16.17,3.72,0.0741
MCH102396,E-commerce Retail,2024-12-29,36.17,0.67,0.0324
MCH102397,E-commerce Retail,2025-11-11,8.36,0.7,0.0405
MCH102398,Professional Services,2024-09-09,92.88,1.07,0.0985
MCH102399,Professional Services,2025-03-05,34.62,1.77,0.0316
MCH102400,Subscription / SaaS,2024-11-23,35.38,14.89,0.0393
MCH102401,E-commerce Retail,2026-03-10,33.54,1.27,0.1175
MCH102402,Food & Beverage,2025-04-22,189.97,5.32,0.0337
MCH102403,Subscription / SaaS,2026-02-02,167.15,1.55,0.0883
MCH102404,Professional Services,2025-10-13,141.28,3.95,0.0222
MCH102405,Travel & Hospitality,2025-11-18,33.61,2.31,0.2339
MCH102406,Subscription / SaaS,2025-01-09,11.99,2.94,0.1944
MCH102407,E-commerce Retail,2024-09-06,36.02,3.56,0.0266
MCH102408,Utilities & Billing,2025-11-06,50.12,1.92,0.0542
MCH102409,Food & Beverage,2024-08-21,82.48,3.58,0.0314
MCH102410,Professional Services,2025-06-28,49.96,8.45,0.0316
MCH102411,E-commerce Retail,2025-10-17,13.11,1.16,0.0294
MCH102412,Food & Beverage,2025-12-03,21.43,8.05,0.108
MCH102413,E-commerce Retail,2025-09-04,19.57,1.89,0.0243
MCH102414,Food & Beverage,2025-04-24,62.74,1.7,0.0285
MCH102415,Utilities & Billing,2025-09-08,64.3,4.95,0.0654
MCH102416,Food & Beverage,2026-05-27,73.31,1.75,0.008
MCH102417,E-commerce Retail,2026-05-22,49.45,3.38,0.0293
MCH102418,E-commerce Retail,2025-01-14,5.0,3.08,0.066
MCH102419,Food & Beverage,2024-11-05,6.52,0.31,0.1146
MCH102420,E-commerce Retail,2025-12-14,31.81,3.73,0.0478
MCH102421,E-commerce Retail,2025-08-15,40.37,0.58,0.0347
MCH102422,Digital Goods,2024-09-03,128.21,0.63,0.0331
MCH102423,Food & Beverage,2026-05-25,39.56,3.55,0.1001
MCH102424,Subscription / SaaS,2025-02-26,13.79,4.21,0.0561
MCH102425,Marketplace,2025-07-04,70.96,8.21,0.0918
MCH102426,E-commerce Retail,2025-12-18,35.97,0.83,0.0875
MCH102427,Utilities & Billing,2025-07-19,24.48,1.17,0.0354
MCH102428,Subscription / SaaS,2025-09-04,7.28,3.91,0.0397
MCH102429,Marketplace,2024-09-21,39.85,8.37,0.0409
MCH102430,Travel & Hospitality,2026-05-28,46.01,2.98,0.0747
MCH102431,Digital Goods,2026-03-03,13.52,1.02,0.1612
MCH102432,Utilities & Billing,2026-01-25,77.04,11.09,0.0804
MCH102433,Subscription / SaaS,2025-04-12,70.44,1.89,0.1721
MCH102434,Utilities & Billing,2025-12-16,38.43,1.95,0.0306
MCH102435,Food & Beverage,2025-10-02,37.03,0.59,0.0345
MCH102436,Food & Beverage,2025-01-28,94.26,5.07,0.0393
MCH102437,Subscription / SaaS,2024-11-03,52.85,5.77,0.2068
MCH102438,Travel & Hospitality,2025-08-17,18.13,1.21,0.0511
MCH102439,E-commerce Retail,2025-11-11,30.03,14.17,0.0825
MCH102440,Travel & Hospitality,2025-08-29,63.87,1.37,0.0708
MCH102441,Travel & Hospitality,2026-01-05,5.0,4.6,0.0461
MCH102442,Digital Goods,2026-03-02,14.42,3.08,0.0825
MCH102443,Digital Goods,2025-12-25,72.4,0.32,0.1015
MCH102444,Food & Beverage,2024-12-05,122.59,4.24,0.0143
MCH102445,Subscription / SaaS,2024-10-20,101.6,3.87,0.0998
MCH102446,Subscription / SaaS,2025-08-06,89.42,0.42,0.0718
MCH102447,E-commerce Retail,2024-10-30,41.67,11.31,0.0698
MCH102448,E-commerce Retail,2025-03-30,13.08,3.89,0.0704
MCH102449,Subscription / SaaS,2025-04-20,30.07,8.49,0.1453
MCH102450,Subscription / SaaS,2025-08-02,5.0,0.44,0.2237
MCH102451,Utilities & Billing,2025-10-14,134.38,1.63,0.1011
MCH102452,Travel & Hospitality,2025-01-23,16.17,8.01,0.0485
